"Entry.name" "Gene.names"
"3733" "CP2B6_HUMAN" "CYP2B6"
"3734" "CP2C8_HUMAN" "CYP2C8"
"3735" "CP2C9_HUMAN" "CYP2C9 CYP2C10"
"3736" "CP2CI_HUMAN" "CYP2C18"
"3737" "CP2CJ_HUMAN" "CYP2C19"
"3738" "CP2D6_HUMAN" "CYP2D6 CYP2DL1"
"3739" "CP2E1_HUMAN" "CYP2E1 CYP2E"
"3740" "CP2F1_HUMAN" "CYP2F1"
"3741" "CP2J2_HUMAN" "CYP2J2"
"3742" "CP2R1_HUMAN" "CYP2R1"
"3743" "CP2S1_HUMAN" "CYP2S1 UNQ891/PRO1906"
"3744" "CP2U1_HUMAN" "CYP2U1"
"3745" "CP2W1_HUMAN" "CYP2W1"
"3746" "CP343_HUMAN" "CYP3A43"
"3747" "CP39A_HUMAN" "CYP39A1"
"3748" "CP3A4_HUMAN" "CYP3A4 CYP3A3"
"3749" "CP3A5_HUMAN" "CYP3A5"
"3750" "CP3A7_HUMAN" "CYP3A7"
"3751" "CP46A_HUMAN" "CYP46A1 CYP46"
"3752" "CP4AB_HUMAN" "CYP4A11 CYP4A2"
"3753" "CP4AM_HUMAN" "CYP4A22"
"3754" "CP4B1_HUMAN" "CYP4B1"
"3755" "CP4F2_HUMAN" "CYP4F2"
"3756" "CP4F3_HUMAN" "CYP4F3 LTB4H"
"3757" "CP4F8_HUMAN" "CYP4F8"
"3758" "CP4FB_HUMAN" "CYP4F11"
"3759" "CP4FC_HUMAN" "CYP4F12 UNQ568/PRO1129"
"3760" "CP4FN_HUMAN" "CYP4F22"
"3761" "CP4V2_HUMAN" "CYP4V2"
"3762" "CP4X1_HUMAN" "CYP4X1 UNQ1929/PRO4404"
"3763" "CP4Z1_HUMAN" "CYP4Z1 UNQ3060/PRO9882"
"3764" "CP4Z2_HUMAN" "CYP4Z2P"
"3765" "CP51A_HUMAN" "CYP51A1 CYP51"
"3766" "CP7A1_HUMAN" "CYP7A1 CYP7"
"3767" "CP7B1_HUMAN" "CYP7B1"
"3768" "CP8B1_HUMAN" "CYP8B1 CYP12"
"3769" "CPEB1_HUMAN" "CPEB1 CPEB"
"3770" "CPEB2_HUMAN" "CPEB2"
"3771" "CPEB3_HUMAN" "CPEB3 KIAA0940"
"3772" "CPEB4_HUMAN" "CPEB4 KIAA1673"
"3773" "CPED1_HUMAN" "CPED1 C7orf58 UNQ9432/PRO34713"
"3774" "CPIN1_HUMAN" "CIAPIN1 CUA001 PRO0915"
"3775" "CPLX1_HUMAN" "CPLX1"
"3776" "CPLX2_HUMAN" "CPLX2"
"3777" "CPLX3_HUMAN" "CPLX3 Nbla11589"
"3778" "CPLX4_HUMAN" "CPLX4"
"3779" "CPMD8_HUMAN" "CPAMD8 KIAA1283"
"3780" "CPN2_HUMAN" "CPN2 ACBP"
"3781" "CPNE1_HUMAN" "CPNE1 CPN1"
"3782" "CPNE2_HUMAN" "CPNE2"
"3783" "CPNE3_HUMAN" "CPNE3 CPN3 KIAA0636"
"3784" "CPNE4_HUMAN" "CPNE4"
"3785" "CPNE5_HUMAN" "CPNE5 KIAA1599"
"3786" "CPNE6_HUMAN" "CPNE6"
"3787" "CPNE7_HUMAN" "CPNE7"
"3788" "CPNE8_HUMAN" "CPNE8"
"3789" "CPNE9_HUMAN" "CPNE9"
"3790" "CPNS1_HUMAN" "CAPNS1 CAPN4 CAPNS"
"3791" "CPNS2_HUMAN" "CAPNS2"
"3792" "CPPED_HUMAN" "CPPED1 CSTP1"
"3793" "CPS4L_HUMAN" "CPSF4L"
"3794" "CPSF1_HUMAN" "CPSF1 CPSF160"
"3795" "CPSF2_HUMAN" "CPSF2 CPSF100 KIAA1367"
"3796" "CPSF3_HUMAN" "CPSF3 CPSF73"
"3797" "CPSF4_HUMAN" "CPSF4 CPSF30 NAR NEB1"
"3798" "CPSF5_HUMAN" "NUDT21 CFIM25 CPSF25 CPSF5"
"3799" "CPSF6_HUMAN" "CPSF6 CFIM68"
"3800" "CPSF7_HUMAN" "CPSF7"
"3801" "CPSM_HUMAN" "CPS1"
"3802" "CPT1A_HUMAN" "CPT1A CPT1"
"3803" "CPT1B_HUMAN" "CPT1B KIAA1670"
"3804" "CPT1C_HUMAN" "CPT1C CATL1"
"3805" "CPT2_HUMAN" "CPT2 CPT1"
"3806" "CPVL_HUMAN" "CPVL VLP PSEC0124 UNQ197/PRO223"
"3807" "CPXCR_HUMAN" "CPXCR1"
"3808" "CPXM1_HUMAN" "CPXM1 CPX1 CPXM UNQ3015/PRO9782"
"3809" "CPXM2_HUMAN" "CPXM2 UNQ676/PRO1310"
"3810" "CPZIP_HUMAN" "RCSD1 CAPZIP"
"3811" "CQ047_HUMAN" "C17orf47"
"3812" "CQ050_HUMAN" "C17orf50"
"3813" "CQ051_HUMAN" "C17orf51"
"3814" "CQ053_HUMAN" "C17orf53"
"3815" "CQ054_HUMAN" "LINC00469 C17orf54"
"3816" "CQ055_HUMAN" "LINC00482 C17orf55"
"3817" "CQ058_HUMAN" "C17orf58"
"3818" "CQ059_HUMAN" "C17orf59"
"3819" "CQ062_HUMAN" "C17orf62"
"3820" "CQ064_HUMAN" "C17orf64"
"3821" "CQ066_HUMAN" "C17orf66"
"3822" "CQ067_HUMAN" "C17orf67"
"3823" "CQ072_HUMAN" "C17orf72"
"3824" "CQ073_HUMAN" "LINC00483 C17orf73"
"3825" "CQ074_HUMAN" "C17orf74"
"3826" "CQ077_HUMAN" "C17orf77"
"3827" "CQ078_HUMAN" "C17orf78"
"3828" "CQ080_HUMAN" "C17orf80 HLC8 MIG3"
"3829" "CQ082_HUMAN" "C17orf82"
"3830" "CQ085_HUMAN" "C17orf85"
"3831" "CQ089_HUMAN" "C17orf89"
"3832" "CQ091_HUMAN" "MIR22HG C17orf91"
"3833" "CQ096_HUMAN" "C17orf96"
"3834" "CQ097_HUMAN" "C17orf97"
"3835" "CQ098_HUMAN" "C17orf98"
"3836" "CQ099_HUMAN" "C17orf99 UNQ464/PRO809"
"3837" "CQ100_HUMAN" "C17orf100"
"3838" "CQ102_HUMAN" "C17orf102"
"3839" "CQ104_HUMAN" "C17orf104"
"3840" "CQ105_HUMAN" "C17orf105"
"3841" "CQ107_HUMAN" "C17orf107"
"3842" "CQ10A_HUMAN" "COQ10A UNQ6192/PRO20219"
"3843" "CQ10B_HUMAN" "COQ10B"
"3844" "CQ112_HUMAN" "C17orf112"
"3845" "CR002_HUMAN" "LINC00470 C18orf2"
"3846" "CR012_HUMAN" "C18orf12"
"3847" "CR015_HUMAN" "C18orf15"
"3848" "CR018_HUMAN" "LINC00526 C18orf18"
"3849" "CR020_HUMAN" "LINC00305 C18orf20 NCRNA00305"
"3850" "CR021_HUMAN" "C18orf21 XTP13 PNAS-124 PNAS-131"
"3851" "CR025_HUMAN" "C18orf25"
"3852" "CR032_HUMAN" "C18orf32"
"3853" "CR042_HUMAN" "C18orf42"
"3854" "CR056_HUMAN" "C18orf56"
"3855" "CR062_HUMAN" "C18orf62"
"3856" "CR063_HUMAN" "C18orf63"
"3857" "CR1L_HUMAN" "CR1L"
"3858" "CR1_HUMAN" "CR1 C3BR"
"3859" "CR2_HUMAN" "CR2 C3DR"
"3860" "CR3L1_HUMAN" "CREB3L1 OASIS PSEC0238"
"3861" "CR3L2_HUMAN" "CREB3L2 BBF2H7"
"3862" "CR3L3_HUMAN" "CREB3L3 CREBH HYST1481"
"3863" "CR3L4_HUMAN" "CREB3L4 AIBZIP CREB4 JAL"
"3864" "CRAC1_HUMAN" "CRTAC1 ASPIC1 CEP68"
"3865" "CRADD_HUMAN" "CRADD RAIDD"
"3866" "CRAS1_HUMAN" "CRYM-AS1 NCRNA00169"
"3867" "CRBA1_HUMAN" "CRYBA1 CRYB1"
"3868" "CRBA2_HUMAN" "CRYBA2"
"3869" "CRBA4_HUMAN" "CRYBA4"
"3870" "CRBB1_HUMAN" "CRYBB1"
"3871" "CRBB2_HUMAN" "CRYBB2 CRYB2 CRYB2A"
"3872" "CRBB3_HUMAN" "CRYBB3 CRYB3"
"3873" "CRBG3_HUMAN" "CRYBG3"
"3874" "CRBL2_HUMAN" "CREBL2"
"3875" "CRBN_HUMAN" "CRBN AD-006"
"3876" "CRBS_HUMAN" "CRYGS GRYG8"
"3877" "CRCM1_HUMAN" "ORAI1 CRACM1 TMEM142A"
"3878" "CRCM_HUMAN" "MCC"
"3879" "CRCT1_HUMAN" "CRCT1 C1orf42 NICE1"
"3880" "CRDL1_HUMAN" "CHRDL1 NRLN1"
"3881" "CRDL2_HUMAN" "CHRDL2 BNF1 CHL2 UNQ765/PRO1557"
"3882" "CREB1_HUMAN" "CREB1"
"3883" "CREB3_HUMAN" "CREB3 LZIP"
"3884" "CREB5_HUMAN" "CREB5 CREBPA"
"3885" "CREG1_HUMAN" "CREG1 CREG UNQ727/PRO1409"
"3886" "CREG2_HUMAN" "CREG2"
"3887" "CREL1_HUMAN" "CRELD1 CIRRIN UNQ188/PRO214"
"3888" "CREL2_HUMAN" "CRELD2 UNQ185/PRO211"
"3889" "CREM_HUMAN" "CREM"
"3890" "CRERF_HUMAN" "CREBRF C5orf41"
"3891" "CREST_HUMAN" "SS18L1 CREST KIAA0693"
"3892" "CRFM7_HUMAN" "CHRFAM7A"
"3893" "CRFR1_HUMAN" "CRHR1 CRFR CRFR1 CRHR"
"3894" "CRFR2_HUMAN" "CRHR2 CRF2R CRH2R"
"3895" "CRF_HUMAN" "CRH"
"3896" "CRGA_HUMAN" "CRYGA CRYG1"
"3897" "CRGB_HUMAN" "CRYGB CRYG2"
"3898" "CRGC_HUMAN" "CRYGC CRYG3"
"3899" "CRGD_HUMAN" "CRYGD CRYG4"
"3900" "CRGN_HUMAN" "CRYGN"
"3901" "CRHBP_HUMAN" "CRHBP CRFBP"
"3902" "CRIM1_HUMAN" "CRIM1 S52 UNQ1886/PRO4330"
"3903" "CRIP1_HUMAN" "CRIP1 CRIP CRP1"
"3904" "CRIP2_HUMAN" "CRIP2 CRP2"
"3905" "CRIP3_HUMAN" "CRIP3 CRP3"
"3906" "CRIPT_HUMAN" "CRIPT HSPC139"
"3907" "CRIS1_HUMAN" "CRISP1 AEGL1"
"3908" "CRIS2_HUMAN" "CRISP2 GAPDL5 TPX1"
"3909" "CRIS3_HUMAN" "CRISP3"
"3910" "CRIT1_HUMAN" "CRHR1-IT1 C17orf69"
"3911" "CRKL_HUMAN" "CRKL"
"3912" "CRK_HUMAN" "CRK"
"3913" "CRLD1_HUMAN" "CRISPLD1 CRISP10 LCRISP1 UNQ342/PRO541"
"3914" "CRLD2_HUMAN" "CRISPLD2 CRISP11 LCRISP2 UNQ2914/PRO1156/PRO9783"
"3915" "CRLF1_HUMAN" "CRLF1 UNQ288/PRO327"
"3916" "CRLF2_HUMAN" "CRLF2 CRL2 ILXR TSLPR"
"3917" "CRLF3_HUMAN" "CRLF3 CREME9 CRLM9 CYTOR4 P48"
"3918" "CRLS1_HUMAN" "CRLS1 C20orf155 CLS1"
"3919" "CRML_HUMAN" "CRAMP1L C16orf34 HN1L KIAA1426"
"3920" "CRNL1_HUMAN" "CRNKL1 CRN CGI-201 MSTP021"
"3921" "CRNN_HUMAN" "CRNN C1orf10 DRC1 PDRC1 SEP53"
"3922" "CRNS1_HUMAN" "CARNS1 ATPGD1 KIAA1394"
"3923" "CROC4_HUMAN" "C1orf61 CROC4"
"3924" "CROCC_HUMAN" "CROCC KIAA0445"
"3925" "CROL1_HUMAN" "CROCCP2 CROCCL1"
"3926" "CROL2_HUMAN" "CROCCP3 CROCCL2 KIAA1922"
"3927" "CRPAK_HUMAN" "CRIPAK"
"3928" "CRP_HUMAN" "CRP PTX1"
"3929" "CRSPL_HUMAN" "R3HDML"
"3930" "CRTAM_HUMAN" "CRTAM"
"3931" "CRTAP_HUMAN" "CRTAP CASP"
"3932" "CRTC1_HUMAN" "CRTC1 KIAA0616 MECT1 TORC1 WAMTP1"
"3933" "CRTC2_HUMAN" "CRTC2 TORC2"
"3934" "CRTC3_HUMAN" "CRTC3 TORC3"
"3935" "CRUM1_HUMAN" "CRB1"
"3936" "CRUM2_HUMAN" "CRB2"
"3937" "CRUM3_HUMAN" "CRB3 UNQ588/PRO1158"
"3938" "CRX_HUMAN" "CRX CORD2"
"3939" "CRY1_HUMAN" "CRY1 PHLL1"
"3940" "CRY2_HUMAN" "CRY2 KIAA0658"
"3941" "CRYAA_HUMAN" "CRYAA CRYA1 HSPB4"
"3942" "CRYAB_HUMAN" "CRYAB CRYA2"
"3943" "CRYL1_HUMAN" "CRYL1 CRY"
"3944" "CRYM_HUMAN" "CRYM THBP"
"3945" "CS010_HUMAN" "C19orf10 IL25"
"3946" "CS012_HUMAN" "C19orf12"
"3947" "CS018_HUMAN" "C19orf18"
"3948" "CS021_HUMAN" "C19orf21"
"3949" "CS024_HUMAN" "C19orf24"
"3950" "CS025_HUMAN" "C19orf25"
"3951" "CS035_HUMAN" "C19orf35"
"3952" "CS043_HUMAN" "C19orf43"
"3953" "CS044_HUMAN" "C19orf44"
"3954" "CS045_HUMAN" "C19orf45"
"3955" "CS047_HUMAN" "C19orf47"
"3956" "CS048_HUMAN" "C19orf48"
"3957" "CS052_HUMAN" "C19orf52"
"3958" "CS054_HUMAN" "C19orf54"
"3959" "CS055_HUMAN" "C19orf55"
"3960" "CS057_HUMAN" "C19orf57"
"3961" "CS060_HUMAN" "C19orf60"
"3962" "CS066_HUMAN" "C19orf66"
"3963" "CS067_HUMAN" "C19orf67"
"3964" "CS068_HUMAN" "C19orf68"
"3965" "CS069_HUMAN" "C19orf69"
"3966" "CS071_HUMAN" "C19orf71"
"3967" "CS073_HUMAN" "C19orf73"
"3968" "CS077_HUMAN" "C19orf77 HSPC323"
"3969" "CS081_HUMAN" "C19orf81"
"3970" "CSAD_HUMAN" "CSAD CSD"
"3971" "CSAG1_HUMAN" "CSAG1 CSAGE"
"3972" "CSAG2_HUMAN" "CSAG2 TRAG3; CSAG3 CSAG3A"
"3973" "CSAS1_HUMAN" "CIRBP-AS1 C19orf23"
"3974" "CSC2A_HUMAN" "CASC2 C10orf5"
"3975" "CSDC2_HUMAN" "CSDC2 PIPPIN"
"3976" "CSDE1_HUMAN" "CSDE1 D1S155E KIAA0885 NRU UNR"
"3977" "CSEN_HUMAN" "KCNIP3 CSEN DREAM KCHIP3"
"3978" "CSF1R_HUMAN" "CSF1R FMS"
"3979" "CSF1_HUMAN" "CSF1"
"3980" "CSF2R_HUMAN" "CSF2RA CSF2R CSF2RY"
"3981" "CSF2_HUMAN" "CSF2 GMCSF"
"3982" "CSF3R_HUMAN" "CSF3R GCSFR"
"3983" "CSF3_HUMAN" "CSF3 C17orf33 GCSF"
"3984" "CSHL_HUMAN" "CSHL1 CSHP1 CSL"
"3985" "CSH_HUMAN" "CSH1; CSH2"
"3986" "CSK21_HUMAN" "CSNK2A1 CK2A1"
"3987" "CSK22_HUMAN" "CSNK2A2 CK2A2"
"3988" "CSK2B_HUMAN" "CSNK2B CK2N G5A"
"3989" "CSKI1_HUMAN" "CASKIN1 KIAA1306"
"3990" "CSKI2_HUMAN" "CASKIN2 KIAA1139"
"3991" "CSKP_HUMAN" "CASK LIN2"
"3992" "CSK_HUMAN" "CSK"
"3993" "CSMD1_HUMAN" "CSMD1 KIAA1890 UNQ5952/PRO19863"
"3994" "CSMD2_HUMAN" "CSMD2 KIAA1884"
"3995" "CSMD3_HUMAN" "CSMD3 KIAA1894"
"3996" "CSMT1_HUMAN" "CCSMST1 C16orf91"
"3997" "CSN1_HUMAN" "GPS1 COPS1 CSN1"
"3998" "CSN2_HUMAN" "COPS2 CSN2 TRIP15"
"3999" "CSN3_HUMAN" "COPS3 CSN3"
"4000" "CSN4_HUMAN" "COPS4 CSN4"
"4001" "CSN5_HUMAN" "COPS5 CSN5 JAB1"
"4002" "CSN6_HUMAN" "COPS6 CSN6 HVIP"
"4003" "CSN7A_HUMAN" "COPS7A CSN7A DERP10"
"4004" "CSN7B_HUMAN" "COPS7B CSN7B"
"4005" "CSN8_HUMAN" "COPS8 CSN8"
"4006" "CSPG2_HUMAN" "VCAN CSPG2"
"4007" "CSPG4_HUMAN" "CSPG4 MCSP"
"4008" "CSPG5_HUMAN" "CSPG5 CALEB NGC"
"4009" "CSPP1_HUMAN" "CSPP1 CSPP"
"4010" "CSR2B_HUMAN" "CSRP2BP"
"4011" "CSRN1_HUMAN" "CSRNP1 AXUD1 TAIP3"
"4012" "CSRN2_HUMAN" "CSRNP2 C12orf22 FAM130A1 TAIP12"
"4013" "CSRN3_HUMAN" "CSRNP3 FAM130A2 TAIP2"
"4014" "CSRP1_HUMAN" "CSRP1 CSRP CYRP"
"4015" "CSRP2_HUMAN" "CSRP2 LMO5 SMLIM"
"4016" "CSRP3_HUMAN" "CSRP3 CLP MLP"
"4017" "CST11_HUMAN" "CST11 CST8L"
"4018" "CST1L_HUMAN" "CSTL1"
"4019" "CST8_HUMAN" "CST8 CRES"
"4020" "CST9L_HUMAN" "CST9L UNQ1835/PRO3543"
"4021" "CST9P_HUMAN" "CST9LP1"
"4022" "CST9_HUMAN" "CST9 CLM"
"4023" "CSTF1_HUMAN" "CSTF1"
"4024" "CSTF2_HUMAN" "CSTF2"
"4025" "CSTF3_HUMAN" "CSTF3"
"4026" "CSTFT_HUMAN" "CSTF2T KIAA0689"
"4027" "CSTN1_HUMAN" "CLSTN1 CS1 KIAA0911"
"4028" "CSTN2_HUMAN" "CLSTN2 CS2"
"4029" "CSTN3_HUMAN" "CLSTN3 CS3 KIAA0726"
"4030" "CT024_HUMAN" "C20orf24 PNAS-11"
"4031" "CT026_HUMAN" "C20orf26"
"4032" "CT027_HUMAN" "C20orf27"
"4033" "CT062_HUMAN" "C20orf62"
"4034" "CT078_HUMAN" "C20orf78"
"4035" "CT085_HUMAN" "C20orf85"
"4036" "CT096_HUMAN" "C20orf96"
"4037" "CT111_HUMAN" "C20orf111 BM-038 HSPC168 HSPC207"
"4038" "CT112_HUMAN" "C20orf112 C20orf113"
"4039" "CT118_HUMAN" "C20orf118"
"4040" "CT132_HUMAN" "C20orf132 C20orf131"
"4041" "CT141_HUMAN" "C20orf141"
"4042" "CT144_HUMAN" "C20orf144"
"4043" "CT166_HUMAN" "C20orf166"
"4044" "CT173_HUMAN" "C20orf173"
"4045" "CT187_HUMAN" "C20orf187"
"4046" "CT18_HUMAN" "VENTXP1"
"4047" "CT191_HUMAN" "NCOR1P1 C20orf191"
"4048" "CT194_HUMAN" "C20orf194"
"4049" "CT195_HUMAN" "C20orf195"
"4050" "CT196_HUMAN" "C20orf196"
"4051" "CT197_HUMAN" "C20orf197"
"4052" "CT201_HUMAN" "C20orf201"
"4053" "CT202_HUMAN" "C20orf202"
"4054" "CT203_HUMAN" "C20orf203"
"4055" "CT2NL_HUMAN" "CTTNBP2NL KIAA1433"
"4056" "CT451_HUMAN" "CT45A1 CT45-1"
"4057" "CT452_HUMAN" "CT45A2 CT45-2"
"4058" "CT453_HUMAN" "CT45A3 CT45-3"
"4059" "CT454_HUMAN" "CT45A4 CT45-4; CT45A6 CT45-6"
"4060" "CT455_HUMAN" "CT45A5 CT45-5"
"4061" "CT47A_HUMAN" "CT47A1 CT47.1; CT47A2 CT47.2; CT47A3 CT47.3; CT47A4 CT47.4; CT47A5 CT47.5; CT47A6 CT47.6; CT47A7 CT47.7; CT47A8 CT47.8; CT47A9 CT47.9; CT47A10 CT47.10; CT47A11 CT47.11; CT47A12 CT47.12"
"4062" "CT47B_HUMAN" "CT47B1 CT47.13"
"4063" "CT62_HUMAN" "CT62"
"4064" "CT75_HUMAN" "CT75"
"4065" "CTAG2_HUMAN" "CTAG2 ESO2 LAGE1"
"4066" "CTAS1_HUMAN" "CTBP1-AS1"
"4067" "CTBL1_HUMAN" "CTNNBL1 C20orf33 PP8304"
"4068" "CTBP1_HUMAN" "CTBP1 CTBP"
"4069" "CTBP2_HUMAN" "CTBP2"
"4070" "CTC1_HUMAN" "CTC1 C17orf68"
"4071" "CTCFL_HUMAN" "CTCFL BORIS"
"4072" "CTCF_HUMAN" "CTCF"
"4073" "CTDP1_HUMAN" "CTDP1 FCP1"
"4074" "CTDS1_HUMAN" "CTDSP1 NIF3 NLIIF SCP1"
"4075" "CTDS2_HUMAN" "CTDSP2 NIF2 OS4 SCP2"
"4076" "CTDSL_HUMAN" "CTDSPL C3orf8 NIF1 NIFL SCP3 YA22"
"4077" "CTF18_HUMAN" "CHTF18 C16orf41 CTF18"
"4078" "CTF1_HUMAN" "CTF1"
"4079" "CTF8A_HUMAN" "CHTF8 DERPC"
"4080" "CTF8_HUMAN" "CHTF8 CTF8"
"4081" "CTG1B_HUMAN" "CTAG1A CTAG CTAG1 ESO1 LAGE2 LAGE2A; CTAG1B LAGE2B"
"4082" "CTGE1_HUMAN" "CTAGE1 CTAGE2"
"4083" "CTGE2_HUMAN" "CTAGE1 CTAGE2"
"4084" "CTGE3_HUMAN" "CTAGE3P CTAGE3"
"4085" "CTGE4_HUMAN" "CTAGE4"
"4086" "CTGE5_HUMAN" "CTAGE5 MEA11 MEA6 MGEA11 MGEA6"
"4087" "CTGE6_HUMAN" "CTAGE6P CTAGE6"
"4088" "CTGE8_HUMAN" "CTAGE8"
"4089" "CTGE9_HUMAN" "CTAGE9"
"4090" "CTGF_HUMAN" "CTGF CCN2 HCS24 IGFBP8"
"4091" "CTHR1_HUMAN" "CTHRC1 UNQ762/PRO1550"
"4092" "CTIF_HUMAN" "CTIF KIAA0427"
"4093" "CTL1_HUMAN" "SLC44A1 CD92 CDW92 CTL1"
"4094" "CTL2_HUMAN" "SLC44A2 CTL2 PSEC0210"
"4095" "CTL3_HUMAN" "SLC44A3 CTL3 UNQ558/PRO1115"
"4096" "CTL4_HUMAN" "SLC44A4 C6orf29 CTL4 NG22 UNQ441/PRO874"
"4097" "CTL5_HUMAN" "SLC44A5 CTL5"
"4098" "CTLA4_HUMAN" "CTLA4 CD152"
"4099" "CTLFB_HUMAN" "CTGLF11P"
"4100" "CTNA1_HUMAN" "CTNNA1"
"4101" "CTNA2_HUMAN" "CTNNA2 CAPR"
"4102" "CTNA3_HUMAN" "CTNNA3"
"4103" "CTNB1_HUMAN" "CTNNB1 CTNNB OK/SW-cl.35 PRO2286"
"4104" "CTND1_HUMAN" "CTNND1 KIAA0384"
"4105" "CTND2_HUMAN" "CTNND2 NPRAP"
"4106" "CTNL1_HUMAN" "CTNNAL1"
"4107" "CTNS_HUMAN" "CTNS"
"4108" "CTR1_HUMAN" "SLC7A1 ATRC1 ERR REC1L"
"4109" "CTR2_HUMAN" "SLC7A2 ATRC2 CAT2"
"4110" "CTR3L_HUMAN" ""
"4111" "CTR3_HUMAN" "SLC7A3 ATRC3 CAT3"
"4112" "CTR4_HUMAN" "SLC7A4"
"4113" "CTR9_HUMAN" "CTR9 KIAA0155 SH2BP1"
"4114" "CTRB1_HUMAN" "CTRB1 CTRB"
"4115" "CTRB2_HUMAN" "CTRB2"
"4116" "CTRC_HUMAN" "CTRC CLCR"
"4117" "CTRL_HUMAN" "CTRL CTRL1"
"4118" "CTRO_HUMAN" "CIT CRIK KIAA0949 STK21"
"4119" "CTSL2_HUMAN" "CTDSPL2 HSPC058 HSPC129"
"4120" "CTSR1_HUMAN" "CATSPER1"
"4121" "CTSR2_HUMAN" "CATSPER2"
"4122" "CTSR3_HUMAN" "CATSPER3"
"4123" "CTSR4_HUMAN" "CATSPER4"
"4124" "CTSRB_HUMAN" "CATSPERB C14orf161"
"4125" "CTSRD_HUMAN" "CATSPERD TMEM146"
"4126" "CTSRG_HUMAN" "CATSPERG C19orf15"
"4127" "CTTB2_HUMAN" "CTTNBP2 C7orf8 CORTBP2 KIAA1758"
"4128" "CTU1_HUMAN" "CTU1 ATPBD3 NCS6"
"4129" "CTU2_HUMAN" "CTU2 C16orf84 NCS2"
"4130" "CTXN1_HUMAN" "CTXN1 CTXN"
"4131" "CTXN2_HUMAN" "CTXN2"
"4132" "CTXN3_HUMAN" "CTXN3 KABE"
"4133" "CU002_HUMAN" "C21orf2"
"4134" "CU024_HUMAN" "LINC00114 C21orf24 NCRNA00114"
"4135" "CU025_HUMAN" "C2CD2 C21orf25 C21orf258"
"4136" "CU034_HUMAN" "LINC00478 C21orf34 C21orf35"
"4137" "CU037_HUMAN" "C21orf37"
"4138" "CU042_HUMAN" "LINC00158 C21orf42 NCRNA00158"
"4139" "CU049_HUMAN" "C21orf49"
"4140" "CU054_HUMAN" "C21orf54"
"4141" "CU058_HUMAN" "C21orf58"
"4142" "CU059_HUMAN" "C21orf59 C21orf48"
"4143" "CU062_HUMAN" "C21orf62 C21orf120"
"4144" "CU067_HUMAN" "C21orf67 C21orf69"
"4145" "CU074_HUMAN" "LINC00308 C21orf74 NCRNA00308 PRED16"
"4146" "CU077_HUMAN" "C21orf77"
"4147" "CU082_HUMAN" "LINC00310 C21orf82 NCRNA00310"
"4148" "CU084_HUMAN" "LINC00313 C21orf84 NCRNA00313"
"4149" "CU086_HUMAN" "LINC00205 C21orf86 NCRNA00205"
"4150" "CU088_HUMAN" "C21orf88"
"4151" "CU090_HUMAN" "C21orf90"
"4152" "CU093_HUMAN" "LINC00315 C21orf93 NCRNA00315"
"4153" "CU094_HUMAN" "LINC00314 C21orf94 NCRNA00314"
"4154" "CU100_HUMAN" "LINC00161 C21orf100 NCRNA00161"
"4155" "CU104_HUMAN" "LINC00527 C21orf104"
"4156" "CU113_HUMAN" "LINC00162 C21orf113 NCRNA00162"
"4157" "CU116_HUMAN" "C21orf116 PRED82 PRO2574"
"4158" "CU119_HUMAN" "C21orf119 PRED84"
"4159" "CU128_HUMAN" "C21orf128"
"4160" "CU129_HUMAN" "LINC00479 C21orf129 PRED76"
"4161" "CU136_HUMAN" "LINC00322 C21orf136 NCRNA00322"
"4162" "CUBN_HUMAN" "CUBN IFCR"
"4163" "CUED1_HUMAN" "CUEDC1"
"4164" "CUED2_HUMAN" "CUEDC2 C10orf66 HOYS6"
"4165" "CUL1_HUMAN" "CUL1"
"4166" "CUL2_HUMAN" "CUL2"
"4167" "CUL3_HUMAN" "CUL3 KIAA0617"
"4168" "CUL4A_HUMAN" "CUL4A"
"4169" "CUL4B_HUMAN" "CUL4B KIAA0695"
"4170" "CUL5_HUMAN" "CUL5 VACM1"
"4171" "CUL7_HUMAN" "CUL7 KIAA0076"
"4172" "CUL9_HUMAN" "CUL9 H7AP1 KIAA0708 PARC"
"4173" "CUTA_HUMAN" "CUTA ACHAP C6orf82"
"4174" "CUTC_HUMAN" "CUTC CGI-32"
"4175" "CUX1_HUMAN" "CUX1 CUTL1"
"4176" "CUX2_HUMAN" "CUX2 CUTL2 KIAA0293"
"4177" "CUZD1_HUMAN" "CUZD1 UNQ224/PRO257"
"4178" "CV015_HUMAN" "C22orf15"
"4179" "CV024_HUMAN" "C22orf24"
"4180" "CV026_HUMAN" "C22orf26"
"4181" "CV031_HUMAN" "C22orf31"
"4182" "CV032_HUMAN" "C22orf32"
"4183" "CV034_HUMAN" "C22orf34"
"4184" "CV037_HUMAN" "LINC00528 C22orf37"
"4185" "CV039_HUMAN" "C22orf39"
"4186" "CV042_HUMAN" "C22orf42"
"4187" "CV043_HUMAN" "C22orf43"
"4188" "CV046_HUMAN" "C22orf46"
"4189" "CWC15_HUMAN" "CWC15 C11orf5 AD-002 HSPC148"
"4190" "CWC22_HUMAN" "CWC22 KIAA1604 NCM"
"4191" "CWC25_HUMAN" "CWC25 CCDC49"
"4192" "CWC27_HUMAN" "CWC27 SDCCAG10 UNQ438/PRO871"
"4193" "CX021_HUMAN" "CXorf21"
"4194" "CX022_HUMAN" "CXorf22"
"4195" "CX023_HUMAN" "CXorf23"
"4196" "CX024_HUMAN" "CXorf24"
